region,city,neighborhood,sold,price,toList,aboveList,dom,forSale,drop,soldYoY,priceYoY,toListYoY,aboveListYoY,domYoY,forSaleYoY,dropYoY
neighborhood,Seattle,Upper Rainer Beach,62,282016,0.002,0.613,14,20,0.263,0.512,0.281,0.016,0.467,82,-0.2,-0.006
neighborhood,Seattle,Victory Heights,49,365099,0.015,0.551,8,14,0.138,-0.14,0.022,0.017,0.025,3,-0.067,0.017
neighborhood,Seattle,View Ridge,21,983637,0.043,0.81,4,7,0,-0.364,0.261,0.029,0.325,5,-0.533,-0.078
neighborhood,Seattle,Wallingford,107,684285,0.054,0.692,7,37,0.129,-0.454,0.135,0.017,-0.002,0,-0.288,-0.026
neighborhood,Seattle,Washington Park,21,1415952,-0.012,0.429,17,15,0.065,-0.571,0.174,0.02,0.286,11,-0.483,-0.074
neighborhood,Seattle,Wedgwood,110,529636,0.035,0.618,8,25,0.173,0.134,0.062,-0.007,0.031,-2,0.042,0.111
neighborhood,Seattle,Westlake,0,,,,,2,0,,,,,,,0
neighborhood,Seattle,West Queen Anne,53,888236,0.001,0.491,7,18,0.145,-0.086,0.073,0.001,0.163,0,-0.357,0.001
neighborhood,Seattle,West Seattle,991,427002,0,0.43,9,370,0.187,-0.084,0.076,0,0.052,0,-0.046,-0.049
neighborhood,Seattle,West Woodland,35,532314,0.026,0.6,7,11,0.078,-0.286,0.113,0.027,0.314,0,-0.267,-0.057
neighborhood,Seattle,Westwood / Roxhill,110,354773,0.002,0.491,8,47,0.206,0,0.436,0,0.155,5,0.237,-0.048
neighborhood,Seattle,White Center,233,246273,-0.002,0.309,27,118,0.255,-0.18,0.132,-0.002,-0.135,-3,0.103,0.113
neighborhood,Seattle,Whittier Heights,65,559785,0.033,0.785,6,20,0.107,-0.217,0.081,0.031,0.194,1,0,-0.04
neighborhood,Seattle,Windermere,47,893000,0.01,0.574,9,12,0.171,0.27,-0.149,-0.048,0.061,-1,-0.143,0.056
neighborhood,Seattle,Yesler Terrace,0,,,,,0,,,,,,,,
neighborhood,Shoreline,Lake Forest Park,307,363098,0,0.378,10,132,0.211,-0.249,0.009,-0.002,-0.126,2,-0.09,0
neighborhood,Shoreline,North City,118,314382,0,0.347,10,32,0.167,0.054,0.235,-0.007,-0.099,14,-0.179,-0.023
neighborhood,Shoreline,Richmond Beach,100,505521,-0.003,0.32,11,49,0.213,-0.237,0.13,0.001,-0.062,2,-0.058,0.048
neighborhood,Shoreline,Sherwood,39,431931,0.003,0.538,10,14,0.241,-0.264,0.131,-0.007,-0.065,0,0.077,0.1
neighborhood,Shoreline,Shoreline,341,372510,0.004,0.484,10,110,0.212,0.218,0.123,0.003,0.073,1,-0.052,0.024
neighborhood,Snoqualmie,Snoqualmie Ridge,207,505239,-0.001,0.319,14,103,0.182,-0.219,0.044,-0.001,-0.13,0,0.321,0.069
neighborhood,Tukwila,Foster,112,206052,0,0.42,21,63,0.235,-0.287,-0.027,0,0.05,9,-0.192,0.021
neighborhood,Tukwila,Riverton,38,192810,0.003,0.579,21,11,0.212,0.9,0.026,0.084,0.529,39,-0.214,-0.062
neighborhood,Woodinville,East Wellington,12,678417,0.023,0.75,8,4,0.222,-0.4,0.326,0.026,0.6,-1,-0.5,0.17
neighborhood,Woodinville,Leota,26,502672,0.005,0.615,11,13,0.212,-0.435,0,0.011,0.42,4,-0.071,-0.003
neighborhood,Woodinville,Lower West Ridge,15,510947,0.041,0.867,7,3,0.375,2.75,0.152,0.023,-0.133,-3,0.5,0.375
neighborhood,Woodinville,Pioneer Hills,21,375143,0.001,0.333,7,14,0.108,0.167,-0.014,0.028,0,34,1.8,0.046
neighborhood,Woodinville,Reinwood Leota,7,498507,-0.009,0,43,4,0.364,-0.533,-0.096,0.012,-0.067,-14,-0.5,-0.023
neighborhood,Woodinville,The Wedge,22,459555,0,0.364,7,16,0.075,0.692,-0.123,-0.06,-0.406,7,1.667,-0.063
neighborhood,Woodinville,Town Center,15,444930,-0.011,0,14,4,0.259,-0.167,0.087,0.005,-0.333,22,-0.2,-0.031
neighborhood,Woodinville,Upper West Ridge,35,444886,-0.001,0.457,21,9,0.173,-0.146,0.021,-0.005,0.116,-5,-0.357,-0.011
neighborhood,Woodinville,Wedge,26,467677,0.004,0.423,8,17,0.069,0.857,-0.093,-0.054,-0.363,5,1.833,-0.069
neighborhood,Woodinville,West Ridge,46,515891,0.005,0.543,12,10,0.242,0.243,0.157,-0.005,0.057,-3,-0.375,0.091
neighborhood,Woodinville,West Wellington,9,483330,0.005,0.444,34,5,0.211,-0.4,0.023,0.02,0.044,-4,1.5,
neighborhood,Woodinville,Woodinville Heights,7,441571,-0.014,0.429,6,4,0.333,-0.417,0.195,0.015,0.179,40,1,0
